Order Number,Order Date,Item Name,Quantity
7753,12/12/2017 18:47,Pilau Rice,1
7749,11/12/2017 19:54,Plain Rice,2
7747,11/12/2017 19:10,Pilau Rice,1
7747,11/12/2017 19:10,Kulcha Naan,1
7746,11/12/2017 18:57,Garlic Naan,2
7741,10/12/2017 18:37,Pilau Rice,1
7740,10/12/2017 18:36,Garlic Naan,2
7740,10/12/2017 18:36,Diet Coke 1.5 ltr,1
7740,10/12/2017 18:36,Plain Rice,1
7738,10/12/2017 18:23,Plain Rice,1
7738,10/12/2017 18:23,Paratha,3
7737,10/12/2017 17:38,Plain Rice,2
7736,10/12/2017 17:14,Garlic Naan,1
7734,10/12/2017 16:57,Pilau Rice,1
7734,10/12/2017 16:57,Peshwari Naan,1
7733,10/12/2017 13:58,Garlic Naan,2
7730,9/12/2017 22:33,Garlic Naan,1
7729,9/12/2017 21:32,Plain Rice,1
7729,9/12/2017 21:32,Garlic Naan,2
7727,9/12/2017 20:59,Pilau Rice,2
7726,9/12/2017 20:56,Pilau Rice,2
7724,9/12/2017 20:24,Pilau Rice,1
7724,9/12/2017 20:24,Peshwari Naan,1
7723,9/12/2017 19:56,Keema Naan,1
7723,9/12/2017 19:56,Garlic Naan,1
7722,9/12/2017 19:46,Plain Rice,1
7721,9/12/2017 19:40,Pilau Rice,1
7720,9/12/2017 19:00,Pilau Rice,2
7718,9/12/2017 18:54,Peshwari Naan,1
7718,9/12/2017 18:54,Keema Naan,1
7718,9/12/2017 18:54,Pilau Rice,2
7717,9/12/2017 18:47,Pilau Rice,2
7717,9/12/2017 18:47,Garlic Naan,1
7716,9/12/2017 18:30,Garlic Naan,1
7716,9/12/2017 18:30,Keema Naan,1
7714,9/12/2017 18:26,Pilau Rice,1
7710,9/12/2017 17:40,Pilau Rice,3
7707,9/12/2017 17:26,Plain Rice,2
7707,9/12/2017 17:26,Lemonade 1.5 ltr,1
7707,9/12/2017 17:26,Keema Naan,1
7706,9/12/2017 17:17,Garlic Naan,1
7706,9/12/2017 17:17,Raitha,1
7704,9/12/2017 16:52,Peshwari Naan,1
7704,9/12/2017 16:52,Pilau Rice,2
7703,9/12/2017 16:36,Pilau Rice,1
7703,9/12/2017 16:36,Paratha,1
7703,9/12/2017 16:36,Peshwari Naan,1
7701,8/12/2017 22:22,Plain Rice,2
7700,8/12/2017 21:01,Pilau Rice,1
7699,8/12/2017 20:49,Garlic Naan,1
7698,8/12/2017 20:48,Pilau Rice,1
7697,8/12/2017 19:46,Garlic Naan,1
7696,8/12/2017 19:37,Plain Rice,1
7696,8/12/2017 19:37,Lemonade 1.5 ltr,1
7696,8/12/2017 19:37,Raitha,1
7696,8/12/2017 19:37,Green Salad,1
7695,8/12/2017 19:36,Peshwari Naan,2
7694,8/12/2017 19:23,Pilau Rice,4
7692,8/12/2017 19:09,Garlic Naan,2
7692,8/12/2017 19:09,Peshwari Naan,1
7692,8/12/2017 19:09,Pilau Rice,1
7691,8/12/2017 19:07,Plain Rice,1
7691,8/12/2017 19:07,Keema Naan,1
7690,8/12/2017 19:04,Pilau Rice,2
7690,8/12/2017 19:04,Garlic Naan,1
7690,8/12/2017 19:04,Kulcha Naan,1
7689,8/12/2017 18:56,Pilau Rice,1
7689,8/12/2017 18:56,Lemonade 1.5 ltr,1
7688,8/12/2017 18:54,Garlic Naan,1
7688,8/12/2017 18:54,Pilau Rice,1
7687,8/12/2017 18:45,Pilau Rice,2
7687,8/12/2017 18:45,Garlic Naan,1
7686,8/12/2017 18:44,Garlic Naan,1
7686,8/12/2017 18:44,Green Salad,1
7682,8/12/2017 18:27,Garlic Naan,1
7680,8/12/2017 18:12,Pilau Rice,1
7678,8/12/2017 18:06,Garlic Naan,1
7678,8/12/2017 18:06,Keema Naan,1
7678,8/12/2017 18:06,Pilau Rice,1
7677,8/12/2017 17:53,Garlic Naan,2
7675,8/12/2017 17:38,Pilau Rice,1
7674,8/12/2017 17:25,Peshwari Naan,1
7673,8/12/2017 16:37,Plain Rice,2
7672,7/12/2017 20:20,Garlic Naan,1
7671,7/12/2017 20:12,Peshwari Naan,1
7670,7/12/2017 19:45,Peshwari Naan,1
7669,7/12/2017 19:39,Pilau Rice,1
7668,7/12/2017 18:50,Pilau Rice,1
7668,7/12/2017 18:50,Keema Naan,1
7666,7/12/2017 19:30,Plain Rice,1
7659,6/12/2017 19:31,Pilau Rice,2
7658,6/12/2017 19:27,Paratha,1
7655,5/12/2017 21:08,Pilau Rice,2
7655,5/12/2017 21:08,Peshwari Naan,1
7655,5/12/2017 21:08,Garlic Naan,1
7655,5/12/2017 21:08,Onion Naan,1
7654,5/12/2017 20:02,Plain Rice,1
7652,5/12/2017 18:05,Plain Rice,1
7651,5/12/2017 18:01,Pilau Rice,2
7651,5/12/2017 18:01,Coke 1.5 ltr,1
7650,5/12/2017 17:23,Pilau Rice,2
7648,4/12/2017 21:10,Garlic Naan,1
7647,4/12/2017 20:12,Pilau Rice,2
7646,4/12/2017 19:22,Pilau Rice,1
7646,4/12/2017 19:22,Garlic Naan,2
7644,4/12/2017 19:18,Peshwari Naan,1
7644,4/12/2017 19:18,Pilau Rice,1
7643,4/12/2017 19:20,Plain Rice,1
7641,4/12/2017 18:40,Pilau Rice,2
7641,4/12/2017 18:40,Garlic Naan,1
7638,4/12/2017 12:27,Garlic Naan,1
7638,4/12/2017 12:27,Pilau Rice,1
7634,3/12/2017 22:29,Plain Rice,1
7633,3/12/2017 19:11,Plain Rice,1
7632,3/12/2017 18:52,Keema Naan,1
7632,3/12/2017 18:52,Plain Rice,1
7630,3/12/2017 18:32,Plain Rice,1
7629,3/12/2017 18:24,Pilau Rice,1
7626,3/12/2017 17:55,Pilau Rice,1
7625,3/12/2017 17:47,Pilau Rice,1
7623,3/12/2017 17:11,Pilau Rice,3
7622,3/12/2017 16:56,Pilau Rice,1
7622,3/12/2017 16:56,Garlic Naan,1
7620,3/12/2017 14:22,Lemonade 1.5 ltr,2
7620,3/12/2017 14:22,Plain Rice,1
7619,3/12/2017 13:22,Garlic Naan,1
7618,3/12/2017 13:20,Garlic Naan,1
7617,2/12/2017 21:25,Pilau Rice,1
7616,2/12/2017 21:06,Pilau Rice,1
7615,2/12/2017 20:51,Plain Rice,1
7614,2/12/2017 20:37,Garlic Naan,1
7613,2/12/2017 20:04,Garlic Naan,1
7613,2/12/2017 20:04,Pilau Rice,1
7612,2/12/2017 19:25,Keema Naan,1
7612,2/12/2017 19:25,Pilau Rice,1
7611,2/12/2017 19:17,Plain Rice,2
7611,2/12/2017 19:17,Keema Naan,2
7610,2/12/2017 19:17,Raitha,1
7610,2/12/2017 19:17,Peshwari Naan,1
7609,2/12/2017 19:05,Pilau Rice,1
7608,2/12/2017 18:34,Peshwari Naan,1
7608,2/12/2017 18:34,Pilau Rice,1
7607,2/12/2017 18:17,Pilau Rice,1
7606,2/12/2017 18:03,Keema Naan,1
7606,2/12/2017 18:03,Pilau Rice,1
7606,2/12/2017 18:03,Coke 1.5 ltr,1
7605,2/12/2017 18:02,Keema Naan,1
7605,2/12/2017 18:02,Kulcha Naan,1
7603,2/12/2017 17:49,Plain Rice,1
7602,2/12/2017 17:38,Keema Naan,1
7601,2/12/2017 17:38,Raitha,1
7601,2/12/2017 17:38,Green Salad,1
7597,1/12/2017 22:33,Pilau Rice,1
7594,1/12/2017 19:45,Pilau Rice,1
7594,1/12/2017 19:45,Garlic Naan,1
7593,1/12/2017 19:42,Pilau Rice,1
7590,1/12/2017 18:14,Garlic Naan,2
7590,1/12/2017 18:14,Diet Coke 1.5 ltr,1
7590,1/12/2017 18:14,Pilau Rice,2
7589,1/12/2017 16:48,Garlic Naan,1
7588,1/12/2017 12:43,Pilau Rice,1
7587,30/11/2017 20:02,Garlic Naan,1
7587,30/11/2017 20:02,Pilau Rice,1
7586,30/11/2017 19:20,Garlic Naan,1
7584,30/11/2017 18:39,Plain Rice,1
7582,30/11/2017 18:12,Garlic Naan,1
7581,30/11/2017 16:42,Garlic Naan,2
7579,29/11/2017 22:45,Peshwari Naan,1
7578,29/11/2017 20:39,Pilau Rice,1
7578,29/11/2017 20:39,Coke 1.5 ltr,1
7577,29/11/2017 19:18,Pilau Rice,1
7576,29/11/2017 19:10,Plain Rice,1
7574,29/11/2017 18:44,Diet Coke 1.5 ltr,1
7571,28/11/2017 19:26,Pilau Rice,1
7569,28/11/2017 18:48,Plain Rice,1
7569,28/11/2017 18:48,Garlic Naan,1
7568,28/11/2017 18:48,Pilau Rice,1
7568,28/11/2017 18:48,Keema Naan,1
7565,28/11/2017 17:51,Plain Rice,1
7564,27/11/2017 22:03,Pilau Rice,2
7564,27/11/2017 22:03,Garlic Naan,1
7564,27/11/2017 22:03,Peshwari Naan,1
7562,27/11/2017 20:31,Peshwari Naan,1
7562,27/11/2017 20:31,Garlic Naan,1
7561,27/11/2017 18:32,Pilau Rice,2
7561,27/11/2017 18:32,Diet Coke 1.5 ltr,1
7560,27/11/2017 13:54,Diet Coke 1.5 ltr,1
7559,27/11/2017 13:37,Green Salad,1
7559,27/11/2017 13:37,Plain Rice,1
7557,26/11/2017 22:27,Plain Rice,3
7557,26/11/2017 22:27,Garlic Naan,3
7555,26/11/2017 18:50,Plain Rice,1
7555,26/11/2017 18:50,Paratha,1
7553,26/11/2017 18:13,Coke 1.5 ltr,1
7551,26/11/2017 13:14,Pilau Rice,2
7548,25/11/2017 21:32,Garlic Naan,1
7548,25/11/2017 21:32,Plain Rice,2
7547,25/11/2017 21:07,Pilau Rice,1
7546,25/11/2017 21:06,Peshwari Naan,3
7546,25/11/2017 21:06,Pilau Rice,1
7544,25/11/2017 20:08,Pilau Rice,3
7543,25/11/2017 19:58,Paratha,1
7542,25/11/2017 19:27,Pilau Rice,2
7542,25/11/2017 19:27,Peshwari Naan,1
7540,25/11/2017 19:10,Plain Rice,1
7539,25/11/2017 19:10,Pilau Rice,1
7538,25/11/2017 19:01,Pilau Rice,1
7538,25/11/2017 19:01,Onion Naan,1
7537,25/11/2017 18:53,Garlic Naan,2
7536,25/11/2017 18:52,Pilau Rice,3
7535,25/11/2017 18:51,Plain Rice,1
7534,25/11/2017 18:52,Plain Rice,1
7531,25/11/2017 18:39,Pilau Rice,1
7529,25/11/2017 18:11,Garlic Naan,3
7529,25/11/2017 18:11,Pilau Rice,1
7528,25/11/2017 17:45,Peshwari Naan,1
7526,25/11/2017 17:17,Garlic Naan,1
7525,25/11/2017 16:55,Plain Rice,1
7525,25/11/2017 16:55,Garlic Naan,1
7524,25/11/2017 16:52,Peshwari Naan,1
7524,25/11/2017 16:52,Pilau Rice,1
7523,25/11/2017 16:47,Plain Rice,1
7523,25/11/2017 16:47,Garlic Naan,1
7522,25/11/2017 16:42,Pilau Rice,2
7521,25/11/2017 16:41,Plain Rice,1
7521,25/11/2017 16:41,Garlic Naan,2
7520,25/11/2017 14:18,Keema Naan,1
7518,24/11/2017 20:26,Garlic Naan,1
7518,24/11/2017 20:26,Peshwari Naan,1
7517,24/11/2017 20:14,Plain Rice,1
7516,24/11/2017 19:53,Pilau Rice,2
7514,24/11/2017 19:41,Paratha,1
7514,24/11/2017 19:41,Plain Rice,1
7512,24/11/2017 19:21,Pilau Rice,2
7510,24/11/2017 18:49,Pilau Rice,2
7507,24/11/2017 18:17,Pilau Rice,1
7506,24/11/2017 18:02,Paratha,1
7505,24/11/2017 17:45,Peshwari Naan,2
7505,24/11/2017 17:45,Pilau Rice,1
7503,24/11/2017 17:14,Garlic Naan,1
7503,24/11/2017 17:14,Pilau Rice,3
7500,23/11/2017 19:34,Keema Naan,1
7499,23/11/2017 19:30,Keema Naan,1
7498,23/11/2017 19:11,Pilau Rice,1
7497,23/11/2017 17:40,Pilau Rice,2
7496,23/11/2017 17:37,Garlic Naan,1
7496,23/11/2017 17:37,Keema Naan,1
7496,23/11/2017 17:37,Pilau Rice,1
7495,23/11/2017 17:34,Garlic Naan,1
7495,23/11/2017 17:34,Keema Naan,1
7495,23/11/2017 17:34,Pilau Rice,1
7494,23/11/2017 17:03,Pilau Rice,1
7494,23/11/2017 17:03,Garlic Naan,1
7494,23/11/2017 17:03,Onion Naan,1
7493,22/11/2017 20:06,Paratha,1
7492,22/11/2017 19:58,Peshwari Naan,1
7490,22/11/2017 19:21,Keema Naan,1
7489,22/11/2017 19:10,Garlic Naan,2
7488,22/11/2017 18:24,Pilau Rice,2
7488,22/11/2017 18:24,Lemonade 1.5 ltr,1
7486,22/11/2017 17:36,Pilau Rice,1
7486,22/11/2017 17:36,Keema Naan,1
7485,22/11/2017 17:07,Keema Naan,1
7482,22/11/2017 12:33,Diet Coke 1.5 ltr,1
7480,21/11/2017 21:26,Plain Rice,1
7479,21/11/2017 20:45,Peshwari Naan,2
7475,21/11/2017 19:45,Pilau Rice,1
7474,21/11/2017 19:31,Plain Rice,1
7474,21/11/2017 19:31,Garlic Naan,1
7474,21/11/2017 19:31,Peshwari Naan,1
7473,21/11/2017 19:24,Pilau Rice,1
7472,20/11/2017 20:01,Garlic Naan,2
7469,20/11/2017 18:05,Plain Rice,1
7468,20/11/2017 18:00,Plain Rice,1
7466,19/11/2017 21:07,Garlic Naan,1
7465,19/11/2017 19:51,Plain Rice,1
7464,19/11/2017 19:24,Garlic Naan,2
7463,19/11/2017 18:43,Garlic Naan,1
7461,19/11/2017 17:59,Pilau Rice,1
7461,19/11/2017 17:59,Garlic Naan,1
7460,19/11/2017 17:53,Pilau Rice,1
7460,19/11/2017 17:53,Keema Naan,1
7459,19/11/2017 13:20,Peshwari Naan,1
7459,19/11/2017 13:20,Garlic Naan,1
7458,19/11/2017 13:08,Plain Rice,2
7456,18/11/2017 21:53,Plain Rice,1
7454,18/11/2017 19:52,Keema Naan,1
7454,18/11/2017 19:52,Pilau Rice,1
7453,18/11/2017 19:24,Keema Naan,1
7452,18/11/2017 19:06,Plain Rice,1
7452,18/11/2017 19:06,Lemonade 1.5 ltr,1
7451,18/11/2017 18:58,Kulcha Naan,2
7450,18/11/2017 18:41,Pilau Rice,1
7448,18/11/2017 18:16,Peshwari Naan,1
7448,18/11/2017 18:16,Pilau Rice,1
7447,18/11/2017 18:15,Plain Rice,2
7445,18/11/2017 18:08,Garlic Naan,2
7445,18/11/2017 18:08,Pilau Rice,1
7444,18/11/2017 18:08,Plain Rice,2
7442,18/11/2017 18:05,Plain Rice,2
7441,18/11/2017 18:04,Garlic Naan,2
7441,18/11/2017 18:04,Pilau Rice,1
7440,18/11/2017 17:51,Pilau Rice,1
7440,18/11/2017 17:51,Peshwari Naan,1
7439,18/11/2017 17:32,Pilau Rice,1
7435,18/11/2017 17:16,Pilau Rice,1
7434,18/11/2017 17:04,Peshwari Naan,1
7431,17/11/2017 21:35,Pilau Rice,1
7430,17/11/2017 20:52,Garlic Naan,1
7429,17/11/2017 20:27,Pilau Rice,1
7425,17/11/2017 19:40,Pilau Rice,2
7425,17/11/2017 19:40,Garlic Naan,1
7424,17/11/2017 19:37,Pilau Rice,1
7422,17/11/2017 18:41,Pilau Rice,1
7421,17/11/2017 17:59,Pilau Rice,1
7420,17/11/2017 17:35,Pilau Rice,1
7418,17/11/2017 17:15,Pilau Rice,1
7417,17/11/2017 17:00,Keema Naan,1
7416,17/11/2017 16:51,Pilau Rice,2
7411,17/11/2017 11:43,Plain Rice,2
7409,16/11/2017 20:58,Garlic Naan,1
7408,16/11/2017 20:20,Garlic Naan,2
7408,16/11/2017 20:20,Kulcha Naan,1
7406,16/11/2017 18:19,Plain Rice,1
7406,16/11/2017 18:19,Pilau Rice,1
7406,16/11/2017 18:19,Peshwari Naan,1
7405,16/11/2017 18:03,Onion Naan,1
7404,16/11/2017 17:20,Garlic Naan,1
7404,16/11/2017 17:20,Plain Rice,1
7404,16/11/2017 17:20,Pilau Rice,1
7403,16/11/2017 11:27,Pilau Rice,1
7403,16/11/2017 11:27,Garlic Naan,4
7403,16/11/2017 11:27,Keema Naan,1
7402,15/11/2017 18:44,Plain Rice,1
7401,15/11/2017 18:22,Garlic Naan,1
7401,15/11/2017 18:22,Plain Rice,1
7400,15/11/2017 18:18,Garlic Naan,1
7399,15/11/2017 17:42,Pilau Rice,1
7398,15/11/2017 17:35,Pilau Rice,2
7398,15/11/2017 17:35,Raitha,1
7396,14/11/2017 20:41,Pilau Rice,1
7395,14/11/2017 20:17,Plain Rice,1
7394,14/11/2017 19:33,Peshwari Naan,1
7394,14/11/2017 19:33,Pilau Rice,1
7393,14/11/2017 18:55,Plain Rice,1
7391,14/11/2017 18:06,Plain Rice,1
7390,14/11/2017 17:46,Pilau Rice,1
7389,14/11/2017 17:34,Keema Naan,1
7388,14/11/2017 16:39,Raitha,1
7388,14/11/2017 16:39,Plain Rice,1
7388,14/11/2017 16:39,Coke 1.5 ltr,1
7387,13/11/2017 22:48,Pilau Rice,2
7386,13/11/2017 19:50,Pilau Rice,2
7386,13/11/2017 19:50,Coke 1.5 ltr,1
7385,13/11/2017 19:24,Peshwari Naan,1
7385,13/11/2017 19:24,Pilau Rice,1
7384,13/11/2017 18:26,Pilau Rice,1
7383,13/11/2017 18:17,Pilau Rice,1
7383,13/11/2017 18:17,Keema Naan,1
7382,13/11/2017 18:05,Pilau Rice,1
7380,13/11/2017 18:04,Onion Naan,1
7380,13/11/2017 18:04,Paratha,1
7378,12/11/2017 19:33,Garlic Naan,1
7376,12/11/2017 17:15,Plain Rice,1
7375,12/11/2017 17:07,Peshwari Naan,1
7375,12/11/2017 17:07,Plain Rice,1
7372,11/11/2017 21:08,Garlic Naan,2
7371,11/11/2017 19:46,Garlic Naan,2
7371,11/11/2017 19:46,Keema Naan,1
7371,11/11/2017 19:46,Pilau Rice,3
7369,11/11/2017 19:40,Plain Rice,1
7368,11/11/2017 19:24,Peshwari Naan,1
7368,11/11/2017 19:24,Diet Coke 1.5 ltr,1
7367,11/11/2017 19:19,Raitha,1
7365,11/11/2017 18:59,Paratha,1
7365,11/11/2017 18:59,Pilau Rice,2
7364,11/11/2017 18:57,Pilau Rice,1
7363,11/11/2017 18:39,Pilau Rice,1
7362,11/11/2017 18:38,Paratha,1
7362,11/11/2017 18:38,Plain Rice,1
7361,11/11/2017 18:34,Paratha,2
7361,11/11/2017 18:34,Plain Rice,3
7359,11/11/2017 18:22,Plain Rice,1
7359,11/11/2017 18:22,Pilau Rice,1
7358,11/11/2017 18:19,Pilau Rice,1
7358,11/11/2017 18:19,Keema Naan,1
7357,11/11/2017 18:11,Garlic Naan,1
7356,11/11/2017 18:04,Garlic Naan,1
7354,11/11/2017 18:01,Plain Rice,1
7353,11/11/2017 17:48,Pilau Rice,2
7351,11/11/2017 17:31,Plain Rice,1
7351,11/11/2017 17:31,Pilau Rice,1
7350,11/11/2017 17:07,Garlic Naan,1
7348,11/11/2017 16:33,Peshwari Naan,1
7347,10/11/2017 21:52,Garlic Naan,1
7346,10/11/2017 20:04,Raitha,1
7346,10/11/2017 20:04,Kulcha Naan,1
7346,10/11/2017 20:04,Onion Naan,1
7345,10/11/2017 19:42,Pilau Rice,1
7344,10/11/2017 19:18,Garlic Naan,1
7344,10/11/2017 19:18,Keema Naan,1
7344,10/11/2017 19:18,Plain Rice,1
7343,10/11/2017 18:57,Pilau Rice,1
7343,10/11/2017 18:57,Keema Naan,1
7341,10/11/2017 18:19,Plain Rice,1
7341,10/11/2017 18:19,Garlic Naan,1
7340,10/11/2017 18:08,Plain Rice,1
7340,10/11/2017 18:08,Pilau Rice,1
7340,10/11/2017 18:08,Garlic Naan,1
7339,10/11/2017 18:05,Keema Naan,1
7337,10/11/2017 18:02,Keema Naan,1
7337,10/11/2017 18:02,Pilau Rice,2
7335,10/11/2017 17:46,Pilau Rice,2
7335,10/11/2017 17:46,Plain Rice,1
7335,10/11/2017 17:46,Peshwari Naan,1
7334,10/11/2017 15:44,Garlic Naan,2
7331,9/11/2017 18:04,Pilau Rice,1
7330,9/11/2017 17:31,Garlic Naan,1
7330,9/11/2017 17:31,Pilau Rice,1
7329,9/11/2017 11:21,Garlic Naan,1
7329,9/11/2017 11:21,Plain Rice,1
7328,8/11/2017 21:12,Raitha,1
7327,8/11/2017 20:22,Coke 1.5 ltr,1
7326,8/11/2017 18:39,Garlic Naan,1
7326,8/11/2017 18:39,Pilau Rice,2
7326,8/11/2017 18:39,Plain Rice,2
7325,8/11/2017 15:48,Pilau Rice,1
7324,8/11/2017 15:11,Pilau Rice,1
7323,8/11/2017 12:30,Pilau Rice,1
7321,7/11/2017 20:50,Pilau Rice,2
7319,7/11/2017 19:18,Pilau Rice,1
7318,7/11/2017 17:38,Pilau Rice,1
7316,6/11/2017 19:00,Garlic Naan,2
7315,6/11/2017 18:30,Pilau Rice,2
7315,6/11/2017 18:30,Peshwari Naan,1
7314,6/11/2017 17:27,Plain Rice,2
7313,6/11/2017 17:15,Garlic Naan,2
7311,6/11/2017 11:50,Pilau Rice,1
7310,6/11/2017 11:41,Pilau Rice,1
7308,5/11/2017 19:07,Garlic Naan,2
7308,5/11/2017 19:07,Pilau Rice,3
7307,5/11/2017 19:04,Plain Rice,1
7307,5/11/2017 19:04,Keema Naan,1
7306,5/11/2017 18:59,Paratha,2
7305,5/11/2017 18:38,Peshwari Naan,1
7304,5/11/2017 18:17,Raitha,1
7304,5/11/2017 18:17,Garlic Naan,1
7303,5/11/2017 17:51,Pilau Rice,1
7299,4/11/2017 20:19,Pilau Rice,1
7298,4/11/2017 19:59,Pilau Rice,1
7297,4/11/2017 19:46,Plain Rice,1
7297,4/11/2017 19:46,Paratha,1
7296,4/11/2017 19:23,Pilau Rice,1
7295,4/11/2017 19:23,Paratha,1
7295,4/11/2017 19:23,Keema Naan,1
7295,4/11/2017 19:23,Pilau Rice,1
7295,4/11/2017 19:23,Plain Rice,1
7293,4/11/2017 19:14,Peshwari Naan,1
7292,4/11/2017 19:08,Peshwari Naan,1
7289,4/11/2017 18:27,Pilau Rice,1
7287,4/11/2017 18:09,Coke 1.5 ltr,1
7286,4/11/2017 18:04,Pilau Rice,1
7286,4/11/2017 18:04,Garlic Naan,1
7285,4/11/2017 17:56,Pilau Rice,1
7282,3/11/2017 22:21,Keema Naan,1
7278,3/11/2017 19:24,Peshwari Naan,1
7278,3/11/2017 19:24,Plain Rice,1
7277,3/11/2017 19:23,Plain Rice,1
7276,3/11/2017 19:20,Garlic Naan,1
7276,3/11/2017 19:20,Pilau Rice,3
7275,3/11/2017 19:16,Pilau Rice,1
7275,3/11/2017 19:16,Garlic Naan,1
7272,3/11/2017 18:38,Peshwari Naan,1
7271,3/11/2017 18:36,Raitha,1
7271,3/11/2017 18:36,Garlic Naan,1
7271,3/11/2017 18:36,Lemonade 1.5 ltr,1
7270,3/11/2017 18:31,Pilau Rice,2
7270,3/11/2017 18:31,Garlic Naan,1
7268,3/11/2017 18:19,Pilau Rice,1
7266,3/11/2017 17:26,Plain Rice,2
7266,3/11/2017 17:26,Lemonade 1.5 ltr,1
7264,2/11/2017 20:43,Paratha,1
7264,2/11/2017 20:43,Pilau Rice,1
7263,2/11/2017 19:57,Garlic Naan,1
7262,2/11/2017 18:31,Plain Rice,1
7261,2/11/2017 17:59,Onion Naan,1
7261,2/11/2017 17:59,Green Salad,1
7259,2/11/2017 12:15,Plain Rice,1
7258,1/11/2017 21:39,Green Salad,1
7256,1/11/2017 18:51,Peshwari Naan,1
7254,1/11/2017 18:02,Garlic Naan,5
7253,1/11/2017 17:47,Pilau Rice,1
7252,1/11/2017 17:35,Pilau Rice,1
7250,31/10/2017 21:35,Keema Naan,1
7250,31/10/2017 21:35,Pilau Rice,1
7249,31/10/2017 21:32,Keema Naan,1
7249,31/10/2017 21:32,Pilau Rice,1
7248,31/10/2017 20:38,Garlic Naan,1
7248,31/10/2017 20:38,Plain Rice,1
7248,31/10/2017 20:38,Coke 1.5 ltr,2
7246,31/10/2017 19:03,Plain Rice,1
7246,31/10/2017 19:03,Pilau Rice,1
7245,31/10/2017 18:52,Pilau Rice,4
7245,31/10/2017 18:52,Keema Naan,4
7244,31/10/2017 18:28,Raitha,1
7244,31/10/2017 18:28,Pilau Rice,1
7243,31/10/2017 17:56,Pilau Rice,1
7239,30/10/2017 22:28,Diet Coke 1.5 ltr,1
7236,30/10/2017 17:58,Peshwari Naan,1
7234,30/10/2017 17:20,Pilau Rice,2
7234,30/10/2017 17:20,Peshwari Naan,1
7232,30/10/2017 10:01,Paratha,1
7232,30/10/2017 10:01,Coke 1.5 ltr,1
7231,29/10/2017 20:55,Diet Coke 1.5 ltr,1
7230,29/10/2017 18:58,Plain Rice,1
7230,29/10/2017 18:58,Keema Naan,1
7229,29/10/2017 18:30,Peshwari Naan,1
7229,29/10/2017 18:30,Pilau Rice,1
7228,29/10/2017 18:03,Peshwari Naan,1
7227,29/10/2017 17:50,Plain Rice,1
7226,29/10/2017 17:11,Pilau Rice,1
7225,29/10/2017 17:01,Pilau Rice,1
7223,28/10/2017 20:40,Pilau Rice,1
7221,28/10/2017 20:05,Plain Rice,1
7218,28/10/2017 19:44,Plain Rice,1
7218,28/10/2017 19:44,Garlic Naan,1
7217,28/10/2017 19:38,Plain Rice,1
7216,28/10/2017 19:28,Plain Rice,1
7215,28/10/2017 18:41,Pilau Rice,2
7215,28/10/2017 18:41,Garlic Naan,1
7214,28/10/2017 18:21,Kulcha Naan,1
7214,28/10/2017 18:21,Pilau Rice,1
7213,28/10/2017 17:56,Keema Naan,1
7213,28/10/2017 17:56,Pilau Rice,1
7212,28/10/2017 17:56,Pilau Rice,1
7210,28/10/2017 17:34,Plain Rice,4
7210,28/10/2017 17:34,Garlic Naan,2
7208,27/10/2017 22:20,Garlic Naan,1
7206,27/10/2017 20:22,Plain Rice,1
7206,27/10/2017 20:22,Lemonade 1.5 ltr,1
7205,27/10/2017 20:05,Pilau Rice,1
7204,27/10/2017 20:06,Pilau Rice,1
7202,27/10/2017 19:55,Pilau Rice,1
7202,27/10/2017 19:55,Garlic Naan,1
7202,27/10/2017 19:55,Keema Naan,1
7201,27/10/2017 19:20,Plain Rice,1
7200,27/10/2017 19:17,Keema Naan,2
7200,27/10/2017 19:17,Garlic Naan,1
7200,27/10/2017 19:17,Pilau Rice,2
7199,27/10/2017 18:54,Peshwari Naan,1
7198,27/10/2017 18:37,Pilau Rice,1
7197,27/10/2017 18:36,Garlic Naan,1
7197,27/10/2017 18:36,Peshwari Naan,1
7197,27/10/2017 18:36,Pilau Rice,1
7196,27/10/2017 18:30,Plain Rice,1
7196,27/10/2017 18:30,Pilau Rice,1
7196,27/10/2017 18:30,Garlic Naan,1
7194,27/10/2017 17:32,Peshwari Naan,1
7193,27/10/2017 17:31,Plain Rice,1
7193,27/10/2017 17:31,Peshwari Naan,1
7192,27/10/2017 17:16,Pilau Rice,1
7192,27/10/2017 17:16,Paratha,1
7191,27/10/2017 17:14,Pilau Rice,1
7188,26/10/2017 19:13,Peshwari Naan,1
7186,26/10/2017 18:59,Pilau Rice,1
7184,26/10/2017 18:45,Pilau Rice,1
7183,26/10/2017 18:46,Keema Naan,1
7183,26/10/2017 18:46,Pilau Rice,2
7181,26/10/2017 17:09,Pilau Rice,2
7179,25/10/2017 20:41,Plain Rice,2
7178,25/10/2017 20:07,Plain Rice,1
7176,25/10/2017 19:09,Garlic Naan,1
7176,25/10/2017 19:09,Pilau Rice,1
7175,25/10/2017 18:56,Pilau Rice,1
7174,25/10/2017 18:07,Garlic Naan,1
7174,25/10/2017 18:07,Pilau Rice,1
7173,25/10/2017 17:50,Garlic Naan,1
7173,25/10/2017 17:50,Pilau Rice,1
7172,24/10/2017 20:05,Garlic Naan,1
7171,24/10/2017 19:39,Pilau Rice,1
7169,24/10/2017 18:37,Pilau Rice,1
7169,24/10/2017 18:37,Garlic Naan,1
7168,24/10/2017 18:17,Keema Naan,1
7168,24/10/2017 18:17,Onion Naan,1
